,title,abstract,published date,doi
522,Deep Generative Design of Porous Organic Cages via a Variational Autoencoder,"Porous organic cages (POCs) are a class of porous molecular materials characterised by their tunable, intrinsic porosity; this functional property makes them candidates for applications including guest storage and separation. Typically formed via dynamic covalent chemistry reactions from multifunctionalised molecular precursors, there is an enormous potential chemical space for POCs due to the fact they can be formed by combining two relatively small organic molecules, which themselves have an enormous chemical space. However, identifying suitable molecular precursors for POC formation is challenging, as POCs often lack shape persistence (the cage collapses upon solvent removal with loss of its cavity), thus losing a key functional property (porosity). Generative machine learning models have potential for targeted computational design of large functional molecular systems such as POCs. Here, we present a deep-learning-enabled generative model, Cage-VAE, for the targeted generation of shape-persistent POCs. We demonstrate the capacity of Cage-VAE to propose novel, shape-persistent POCs, via integration with multiple efficient sampling methods, including bayesian optimization and spherical linear interpolation.",2023-08-17T10:26:45.717Z,10.26434/chemrxiv-2023-ggnz0
523,SpaiNN: Equivariant Message Passing for Excited-State Nonadiabatic Molecular Dynamics,"Excited-state molecular dynamics simulations are crucial for understanding processes like photosynthesis, vision, and radiation damage. However, the computational complexity of quantum chemical calculations restricts their scope. Machine learning (ML) offers a solution by delivering high accuracy properties at lower computational costs. We present SpaiNN, an open-source Python software for ML-driven surface hopping nonadiabatic molecular dynamics simulations. SpaiNN combines the invariant and equivariant neural network architectures of SchNetPack with SHARC for surface hopping dynamics. Its modular design allows users to implement and adapt modules easily. We compare rotationally-invariant and equivariant representations in fitting potential energy surfaces of multiple electronic states and properties arising from the interaction of two electronic states. Simulations of the methylenimmonium cation and various alkenes demonstrate the superior  performance of equivariant SpaiNN models, improving accuracy, generalization, and efficiency in both training and inference.",2024-06-24T10:40:27.988Z,10.26434/chemrxiv-2024-knpvw
524,Deep learning methods for de novo peptide sequencing,"Protein tandem mass spectrometry data is most often interpreted by matching observed mass spectra to a protein database derived from the reference genome of the sample being analyzed. In many application domains, however, a relevant protein database is unavailable or incomplete, and in such settings de novo sequencing is required. Since the introduction of the DeepNovo algorithm in 2017, the field of de novo sequencing has been dominated by deep learning methods, which use large amounts of labeled mass spectrometry data to train multi-layer neural networks to translate from observed mass spectra to corresponding peptide sequences. Here, we describe these deep learning methods, outline procedures for evaluating their performance, and discuss the challenges in the field, both in terms of methods development and evaluation protocols.",2024-05-27T13:25:00.843Z,10.26434/chemrxiv-2024-l6wnt
525,Supercomputer-Based Ensemble Docking Drug Discovery Pipeline with Application to Covid-19,"We present a supercomputer-driven pipeline for <i>in-silico</i> drug discovery using enhanced sampling molecular dynamics (MD) and ensemble docking. We also describe preliminary results obtained for 23 systems involving eight protein targets of the proteome of SARS CoV-2. THe MD performed is temperature replica-exchange enhanced sampling, making use of the massively parallel supercomputing on the SUMMIT supercomputer at Oak Ridge National Laboratory, with which more than 1ms of enhanced sampling MD can be generated per day. We have ensemble docked repurposing databases to ten configurations of each of the 23 SARS CoV-2 systems using AutoDock Vina. We also demonstrate that using Autodock-GPU on SUMMIT, it is possible to perform exhaustive docking of one billion compounds in under 24 hours. Finally, we discuss preliminary results and planned improvements to the pipeline, including the use of quantum mechanical (QM), machine learning, and AI methods to cluster MD trajectories and rescore docking poses.",2020-07-29T10:08:07.000Z,10.26434/chemrxiv.12725465.v1
526,Development of QSAR Models on the Fouling-Release Performance of Silicone Oil-modified Siloxane Polyurethane Coatings,"Polymer coatings with a fouling release activity is an effective method to prevent marine biological fouling caused by large number of marine organisms (over 4000) and ensure stability and safety of marine facilities. In this study, a novel cheminformatics-based approach was employed to investigate the fouling-release performance of siloxane-PU coating system. The structure-fouling release activity relationship was modeled for a set of 18 siloxane PU coatings by incorporation phenylmethyl silicones oils (PMM-1025, PMM-1043, PMM-5021, PMM-6025, PMM-0021, PMM-0025 of 1, 2 and 5 wt%). A specific structural descriptors encoding approach was applied for these systems, based on a mixture-based encoding, to feed the complex polymeric systems in machine learning algorithms. Several predictive quantitative structure-fouling release relationships models were developed using machine learning techniques, from multiple linear regression to nonlinear random forest methods, followed by scoring them based on high performance accuracy and validation with rigorous internal fit R2 train values between 0.73 to 0.95 and external predictivity R2ext between 0.68 to 0.88. Random Forest method was the best nonlinear one for predicting diatom removal activity. This work indicates that both linear and nonlinear machine learning-based modeling can be beneficial to predict fouling release properties of polymer coatings with an effective fouling release performance.",2024-05-13T08:50:54.665Z,10.26434/chemrxiv-2024-1pxc6
527,Spaces of mathematical chemistry,"In an effort to expand the domain of mathematical chemistry and inspire research beyond the realms of graph theory and quantum chemistry, I explore five mathematical chemistry spaces and their interconnectedness through mappings. These spaces are characterised by their elements and the concept of proximity that binds these elements within the space. These spaces comprise the chemical space, which encompasses substances and reactions; the space of reaction conditions, spanning the physical and chemical aspects involved in chemical reactions; the space of reaction grammars, which encapsulates the rules for creating and breaking chemical bonds; the space of substance properties, covering all documented measurements regarding substances; and the space of substance representations, composed of the various ontologies for characterising substances.",2023-12-22T13:02:00.805Z,10.26434/chemrxiv-2023-4bmwq
528,Quantum Chemical Data Generation as Fill-In for Reliability Enhancement of Machine-Learning Reaction and  Retrosynthesis Planning,"Data-driven synthesis planning has seen remarkable successes in recent years by virtue of modern approaches of artificial intelligence that efficiently exploit vast databases with experimental data on chemical reactions. However, this success story is intimately connected to the availability of existing experimental data. It may well occur in retrosynthetic and synthesis design tasks that predictions in individual steps of a reaction cascade are affected by large uncertainties. In such cases, it will, in general, not be easily possible to provide missing data from autonomously conducted experiments on demand. However, first-principles calculations can, in principle, provide missing data to enhance the confidence of an individual prediction or for model retraining. Here, we demonstrate the feasibility of such an ansatz and examine resource requirements for conducting autonomous first-principles calculations on demand.",2022-11-01T05:42:15.999Z,10.26434/chemrxiv-2022-gd0q9
529,Parameterization of general organic polymers within the Open Force Field framework ,"Polymer and chemically modified biopolymer systems present unique challenges to traditional molecular simulation preparation workflows. First, typical polymer and biomolecular input formats, such as protein data bank (PDB) files, lack adequate chem- ical information needed for the parameterization of new chemistries. Second, polymers are typically too large for accurate partial charge generation methods. In this work, we employed direct chemical perception through the Open Force Field toolkit to create a flexible polymer simulation workflow for organic polymers, encompassing everything from biopolymers to soft materials. We propose and test a new input specification for monomer information that can, along with a 3D conformational geometry, param- eterize and simulate most soft material systems within the same workflow used for smaller ligands. The monomer format encompasses a subset of the SMIRKS substructure query language to uniquely identify chemical information and repeating charges in under-specified systems through matching atomic connectivity. This workflow is combined with several different approaches for automatic partial charge generation for larger systems. As an initial proof-of-concept, a variety of diverse polymeric systems were parameterized with the Open Force Field toolkit, including functionalized proteins, DNA, homopolymers, cross-linked systems, and sugars. Additionally, shape properties and radial distribution functions were computed from molecular dynamics simulations of PEG, PNIPAAm, and PAAm homopolymers in aqueous solution and compared to previous simulation results in order to demonstrate a start-to-finish work- flow for simulation and property prediction. We expect that these tools will greatly expedite the day-to-day computational research of soft matter simulations and create a robust atomic-scale polymer specification in conjunction with existing polymer structural notations.",2023-10-19T05:37:54.216Z,10.26434/chemrxiv-2023-f2zxd-v2
530,Application of the “EigenValue Analysis (EVANS)” Methodology to Build Quantitative Structure Pharmacokinetic Relationship Models,"We present EigenValue ANalySis (EVANS), a QSPR methodology that considers 3D molecular information of enantiomeric ensembles of chiral molecules without the need to perform an alignment step. EVANS follows an intricate molecular modelling protocol that generates orthogonal eigenvalues from hybrid matrices of physicochemical properties and 3D structure; these eigenvalues are used as independent variables in QSPR analyses. The EVANS formalism has been presented and deployed to build quantitative structure pharmacokinetic relationship (QSPKR) models on a benchmark dataset for three critical PK parameters: steady-state volume of distribution (VDss), clearance (CL), and half-life (t1/2). Predictive QSPKR models were built by using the eigenvalues generated via the EVANS methodology in conjunction with multiple linear regression (MLR), random forest (RF), and support vector machine (SVM) algorithms, and it was observed that the EVANS QSPKR models sync with published work in the literature. Thus, we present the EVANS methodology as a first-line prediction tool to prioritise compounds in drug discovery and development.",2021-01-13T08:55:11.000Z,10.26434/chemrxiv.13560353.v1
531,STOPLIGHT: A Hit Scoring Calculator,"We introduce STOPLIGHT, a web portal to assist medicinal chemists in prioritizing hits from screening campaigns and selection of compounds for optimization. STOPLIGHT incorporates services to assess 6 physiochemical and structural properties, 6 assay liabilities, and 11 pharmacokinetic properties for any small molecule represented by its SMILES string. We briefly describe each service and illustrate the utility of this portal with a case study. The STOPLIGHT portal provides a user-friendly tool to guide hit selection in early drug discovery campaigns, whereby compounds with unfavorable properties can be quickly recognized and eliminated.  Availability and implementation: STOPLIGHT is freely accessible at https://stoplight.mml.unc.edu/.  ",2023-08-24T04:47:47.872Z,10.26434/chemrxiv-2023-8x112
532,On the potentially transformative role of auxiliary-field quantum Monte Carlo in quantum chemistry:  A highly accurate method for transition metals and beyond,"Approximate solutions to the ab initio electronic structure problem have been a focus of theoretical and computational chemistry research for much of the past century, with the goal of predicting relevant energy differences to within “chemical accuracy” (1 kcal/mol). For small organic molecules, or in general for weakly correlated main group chemistry, a hierarchy of single-reference wavefunction methods have been rigorously established spanning perturbation theory and the coupled cluster (CC) formalism.  For these systems, CC with singles, doubles, and perturbative triples (CCSD(T)) is known to achieve chemical accuracy, albeit at O(N^7) computational cost.  In addition, a hierarchy of density functional approximations of increasing formal sophistication, known as Jacob's ladder, has been shown to  systematically reduce average errors over large data sets representing weakly-correlated chemistry.  However, the accuracy of such computational models is less clear in the increasingly important frontiers of chemical space including transition metals and f-block compounds, in which strong correlation can play an important role in reactivity.  A stochastic method, phaseless auxiliary-field quantum Monte Carlo (ph-AFQMC), has been shown capable of producing chemically accurate predictions even for challenging molecular systems beyond the main-group, with relatively low O(N^3-N^4) cost and near-perfect parallel efficiency.  Herein we present our perspectives on the past, present, and future of the ph-AFQMC method.  We focus on its potential in transition metal quantum chemistry to be a highly accurate, systematically-improvable method which can reliably probe strongly correlated systems in biology and chemical catalysis, and provide reference thermochemical values (for future development of density functionals or interatomic potentials) when experiments are either noisy or absent.  Finally, we discuss the present limitations of the method, and where we expect near term development to be most fruitful.",2022-11-04T09:44:27.562Z,10.26434/chemrxiv-2022-cw19h
533,Actively Searching: Inverse Design of Novel Molecules with Simultaneously Optimized Properties,"<p>Combining quantum chemistry characterizations with generative machine learning models has the potential to accelerate molecular searches in chemical space. In this paradigm, quantum chemistry acts as a relatively cost-effective oracle for evaluating the properties of particular molecules while generative models provide a means of sampling chemical space based on learned structure-function relationships. For practical applications, multiple potentially orthogonal properties must be optimized in tandem during a discovery workflow. This carries additional difficulties associated with specificity of the targets and the ability for the model to reconcile all properties simultaneously. Here we demonstrate an active learning approach to improve the performance of multi-target generative chemical models. We first demonstrate the effectiveness of a set of baseline models trained on single property prediction tasks in generating novel compounds with various property targets, including both interpolative and extrapolative generation scenarios. For property ranges where accurate targeting proves difficult, the novel compounds suggested by the model are characterized using quantum chemistry to obtain the true values, and these new molecules closest to expressing the desired properties are fed back into the generative model for additional training. This gradually improves the generative models’ understanding of unknown areas of chemical space and shifts the distribution of generated compounds towards the targeted values. We then demonstrate the effectiveness of this active learning approach in generating compounds with multiple chemical constraints, including vertical ionization potential, electron affinity, and dipole moment targets, and validate the results at the B97X-D3/def2-TZVP level. This method requires no modifications to extant generative approaches, but rather utilizes their inherent generative and predictive aspects for self-refinement, and can be applied to situations where any number of properties with varying degrees of correlation must be optimized simultaneously.</p>",2021-05-24T11:37:21.000Z,10.26434/chemrxiv.14643360.v1
534,A Mean-Field Model for Oxygen Reduction Electrocatalytic Activity on High-Entropy Alloys,"High-entropy alloys (HEAs) represent near-equimolar points in the middle of a vast composition space of multi-metallic catalysts. Successful modeling of the catalytic activity of these complex materials allows to search this composition space for optimal catalysts. Previous models of HEA catalytic activity have been based on local and intricate descriptions of the atomic environment on the catalyst surface to predict accurate adsorption energies. These are subsequently used to model the catalytic activity. In this study, we show that by approximating the ligand effect of the surrounding atoms around an adsorption site with a mean-field perturbation corresponding to equimolar AgIrPdPtRu, the same trend in the predictions of the oxygen reduction reaction catalytic activities are obtained for a majority of the quinary Ag-Ir-Pd-Pt-Ru composition space. By comparing to models that consider the ligand effect locally, we show that the extent of such a mean-field approximation is valid up to and including equimolar ternary alloys, corresponding to 60.3 % of the quinary composition space. When extrapolating to make predictions far from near-equimolar compositions, such as for binary alloys, the mean field has been sufficiently perturbed to cause large discrepancies compared to the local models. Here, the intricate models thus prove more useful for discovering optimal catalysts.",2022-05-31T06:15:31.929Z,10.26434/chemrxiv-2022-2prdx
535,Refining EI-MS library search results through atomic-level insights,"The inherent complexity of mass spectra and the lack of direct correlation between spectral and structural similarities retards structure elucidation and accurate peak annotation.  For more accurate mass-to-fragment mapping, we propose a new approach combining CFM-EI, a fragmentation likelihood modeling tool in electron-ionization mass spectrometry (EI-MS) data, with an artificial-intelligence (AI) assisted  multi-step complexity reduction strategy. Our methodology used modified atomic environments to represent fragments of super small organic molecules, and trained the Transformer model to predict the structural content of compounds based on their mass and intensity data with a peak precision of 86.1% and a recall rate of 78.4%.  This holistic solution not only aids in interpreting EI-MS data by providing insights into atom types but also refines cosine similarity rankings by suggesting the inclusion or exclusion of certain atom types. Benchmark results using the NIST database demonstrated that our approach complements conventional methods by improving spectra matching through an in-depth atomic-level analysis.",2024-05-14T09:45:01.712Z,10.26434/chemrxiv-2024-vrqzf-v2
536,Decoding the Proteome of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) for Cell-Penetrating Peptides Involved in Pathogenesis or Applicable as Drug Delivery Vectors,"Synthetic or natural-derived cell penetrating peptides (CPPs) are vastly investigated as tools for the intracellular delivery of membrane-impermeable molecules. As viruses are obligate intracellular parasites, viral originated CPPs have been considered as suitable shuttling vectors for cargo transportation. A total of 310 CPPs were identified in the proteome of SARS-CoV-2. SCV2-CPPs span the regions involved in replication, protein-nucleotide and protein-protein interaction, protein-metal ion interaction, and stabilization of homo/hetero-oligomers. Computational analyses showed that the most optimal SCV2-CPP candidates as vectors for drug delivery are SCV2-CPP118, SCV2-CPP119, SCV2-CPP122, and SCV2-CPP129 of NSP12. Conclusively, the workflow of this study provides a platform for profound screening of viral proteomes as a rich source of bio-therapeutics or drug delivery carriers. <br />",2020-06-02T07:00:02.000Z,10.26434/chemrxiv.12401306.v1
537,Design of metal-organic frameworks using deep dreaming approaches,"Exploring the expansive and largely untapped chemical space of metal-organic frameworks (MOFs) holds promise for revolutionising the field of materials science. MOFs, hailed for their modular architecture, offer unmatched flexibility in customising functionalities to meet specific application needs. However, navigating this chemical space to identify optimal MOF structures poses a significant challenge. Tradtional high-throughput computational screening (HTCS), while useful, is often limited by a distribution bias towards materials not aligned with the desired functionalities. To overcome these limitations, this study adopts a ”deep dreaming” methodology to optimise MOFs in silico, aiming to generate structures with systematically shifted properties that are closer to target functionalities from the outset. Our methodology integrates property prediction and structure optimisation within a single interpretable framework, leveraging a specialised chemical language model augmented with attention mechanisms. Focusing on a curated set of MOF properties critical to applications like carbon capture and energy storage, our approach not only expands the selection of potential materials for HTCS but also opens new avenues for material exploration and development. ",2024-06-20T06:21:33.873Z,10.26434/chemrxiv-2024-9q39w-v2
538,Machine Learning Prediction of Thermodynamic Stability and Electronic Properties of 2D Layered Conductive Metal-Organic Frameworks,"2D layered metal-organic frameworks (MOFs) are a new class of multifunctional materials that can provide electrical conductivity on top of the conventional structural characteristics of MOFs, offering potential applications in electronics and optics. Here, for the first time, we employ Machine Learning (ML) techniques to predict the thermodynamic stability and electronic properties of layered electrically conductive (EC) MOFs, bypassing expensive ab initio calculations for the design and discovery of new materials. Proper feature engineering is a very important factor in utilizing ML models for such purposes. Here, we show that a combination of elemental features, using generic statistical reduction methods and crystal structure information curated from the recently introduced EC-MOF database, leads to a reasonable prediction of the thermodynamic and electronic properties of EC MOFs. We utilize these features in training a diverse range of ML classifiers and regressors. Evaluating the performance of these different models, we show that an ensemble learning approach in the form of stacking ML models can lead to higher accuracy and more reliability on the predictive power of ML to be employed in future MOF research.",2024-04-02T11:17:46.938Z,10.26434/chemrxiv-2024-0mkw8
539,Directional Multiobjective Optimization of Metal Complexes at the Billion-Scale with the tmQMg-L Dataset and PL-MOGA Algorithm,"Transition metal complexes (TMCs) play a key role in several areas of high interest, including medicinal chemistry, renewable energies, and nanoporous materials. The development of TMCs enabling these technologies remains challenged by the need to optimize multiple properties within very large chemical spaces, in which the thirty transition metals can be combined with a virtually infinite number of ligands. In this work, we provide the open tmQMg-L dataset including 30K TMC ligands, which combines large chemical diversity with synthesizability. The charge and metal-coordination mode of the ligands were robustly defined with a novel algorithm based on graph and natural bond orbital theories. The tmQMg-L dataset was leveraged in the automated generation of 1.37M TMCs resulting from all possible combinations between a square planar palladium(II) scaffold and a pool of 50 different ligands. This TMC space was used to benchmark a multiobjective genetic algorithm (MOGA) that optimized two properties over a Pareto front; namely the polarizability (alpha) and the HOMO-LUMO gap (epsilon). The MOGA evolved 130 TMC hits with maximal (alpha, epsilon) values in a way that could be easily rationalized by analyzing the nature of the ligands selected. Instead of the traditional mutation and crossover of fragments within a single ligand, this MOGA implemented full-ligand genetic operations acting on all coordination sites, maximizing chemical diversity. Further, we extended this MOGA algorithm with the Pareto-Lighthouse functionality (PL-MOGA), which allows for controlling both the aim and scope of the multiobjective optimization over the Pareto front. In explicit spaces containing billions of TMCs, the PL-MOGA enabled the explainable generation of thousands of novel and highly diverse TMC hits. We believe that the combined use of the tmQMg-L dataset and PL-MOGA algorithm will facilitate the discovery of TMCs with optimal properties within untapped chemical spaces.",2023-09-25T10:09:51.791Z,10.26434/chemrxiv-2023-k3tf2-v2
540,"Hybrid, Interpretable Machine Learning for Thermodynamic Property Estimation using Grammar2vec for Molecular Representation","Property prediction models have been developed for several decades with varying degrees of performance and complexity, from the group contribution-based methods to molecular simulations-based methods. An interesting issue in this area is finding an appropriate representation of molecules inherently suited for the property modeling problem. Here, we propose Grammar2vec, a SMILES grammar-based framework for generating dense, numeric molecular representations. Grammar2vec embeds molecular structural information contained in the grammar rules underlying SMILES string representations of molecules. We use Grammar2vec representations to build machine learning-based models for estimating normal boiling point (Tb) and critical temperature (Tc) and benchmark their performance against the popularly used group contribution (GC)-based methods. To ensure interpretability of the developed ML model, we perform a Shapley values-based analysis to estimate feature importance and simplify (or prune) the trained model.",2022-04-18T08:35:27.247Z,10.26434/chemrxiv-2022-wwsw7
541,MEMES: Machine learning framework for Enhanced MolEcular Screening,"In drug discovery applications, high throughput virtual screening exercises are routinely performed to determine an initial set of candidate molecules referred to as ""hits"". In such an experiment, each molecule from large small-molecule drug library is evaluated for physical property such as the docking score against a target receptor. In real-life drug discovery experiments, the drug libraries are extremely large but still a minor representation of the essentially infinite chemical space, and evaluation of physical property for each molecule in the library is not computationally feasible. In the current study, a novel Machine  learning  framework  for  Enhanced  MolEcular  Screening (""MEMES"") based on Bayesian optimization is proposed for efficient sampling of chemical space. The proposed framework is demonstrated to identify 90% of top-1000 molecules from a molecular library of size about 100 million, while calculating the docking score only for about 6% of the complete library. We believe that such a framework would tremendously help to reduce the computational effort in not only drug-discovery but also areas that require such high-throughput experiments. ",2021-07-15T09:35:11.662Z,10.26434/chemrxiv-2021-nr0vn-v2
542,Machine Learning Guides Peptide Nucleic Acid Flow Synthesis and Sequence Design,"Peptide nucleic acids (PNAs) are potential antisense therapies for genetic, acquired, and viral diseases. Efficiently selecting candidate PNA sequences for synthesis and evaluation from a genome containing hundreds to thousands of options can be challenging. To facilitate this process, we leverage here machine learning (ML) algorithms and automated synthesis technology to predict PNA synthesis efficiency and guide rational PNA sequence design. The training data was collected from individual fluorenylmethyloxycarbonyl (Fmoc) deprotection reactions performed on a fully automated PNA synthesizer.  Our optimized ML model allows for 93% prediction accuracy and 0.97 Pearson’s r. The predicted synthesis scores were validated to be correlated with the experimental HPLC crude purities (correlation coefficient R2 = 0.95). Furthermore, we demonstrated a general applicability of ML through designing synthetically accessible antisense PNA sequences from 102,315 predicted candidates targeting exon 44 of the human dystrophin gene, SARS-CoV-2, HIV, as well as selected genes associated with cardiovascular diseases, type II diabetes, and various cancers. Collectively, ML provides an accurate prediction of PNA synthesis quality and serves as a useful computational tool for rational PNA sequence design.",2021-10-05T11:42:08.535Z,10.26434/chemrxiv-2021-dr3mf
543,From Theory to Experiment: Transformer-Based Generation Enables Rapid Discovery of Novel Reactions,"Deep learning methods have been proven their potential roles in the chemical field, such as reaction prediction and retrosynthesis analysis. However, the de novo generation of unreported reactions using artificial intelligence technology remains not be completely explored. Inspired by molecular generation, we proposed the task of novel reaction generation. In this work, we applied the Heck reactions to train the transformer model, state-of-art natural language process model and obtained 4717 generated reactions after sampling and processing. We then confirmed that 2253 novel Heck reactions by organizing chemists to judge the generated reactions, and adopted organic synthesis experiment to verify the feasibility of unreported reactions. In this process, it only took 15 days from Heck reaction generation to experimental verification, proving that our model learns reaction rules in-depth and can make great contributions in the novel reaction discovery.",2021-08-10T07:55:28.967Z,10.26434/chemrxiv-2021-c192z-v2
544,Modeling molecular ensembles with gradient-domain machine learning force fields,"Gradient-domain machine learning (GDML) force fields have shown excellent accuracy, data efficiency, and applicability for molecules with hundreds of atoms, but the employed global descriptor limits transferability to ensembles of molecules. Many-body expansions (MBEs) should provide a rigorous procedure for size-transferable GDML by training models on fundamental n-body interactions. We developed many-body GDML (mbGDML) force fields for water, acetonitrile, and methanol by training 1-, 2-, and 3-body models on only 1000 MP2/def2-TZVP calculations each. Our mbGDML force field includes intramolecular flexibility and intermolecular interactions, providing that the reference data adequately describe these effects. Energy and force predictions of clusters containing up to 20 molecules are within 0.38 kcal/mol per monomer and 0.06 kcal/(mol Å) per atom of reference supersystem calculations. This deviation partially arises from the restriction of the mbGDML model to 3-body interactions. GAP and SchNet in this MBE framework achieved similar accuracies but occasionally had abnormally high errors up to 17 kcal/mol. NequIP trained on total energies and forces of trimers experienced much larger energy errors (at least 15 kcal/mol) as the number of monomers increased—demonstrating the effectiveness of size transferability with MBEs. Given these approximations, our automated mbGDML training schemes also resulted in fair agreement with reference radial distribution functions (RDFs) of bulk solvents. These results highlight mbGDML as valuable for modeling explicitly solvated systems with quantum-mechanical accuracy.",2023-05-03T08:26:21.753Z,10.26434/chemrxiv-2023-wdd1r-v2
545,Exploring the Chemical Space of the Exposome: How Far Have We Gone?,"Around two-thirds of chronic human disease is not explainable by genetics alone. The Lancet Commission on Pollution and Health estimates that 16% of global premature deaths are linked to pollution. Additionally, it is now thought that humankind has surpassed the safe planetary operating space for introducing human-made chemicals into the Earth System. Direct and indirect exposure to a myriad of chemicals, known and unknown, poses a significant threat to biodiversity and human health, from vaccine efficacy to the rise of antimicrobial resistance as well as autoimmune diseases, and mental health disorders. The exposome chemical space remains largely uncharted due to the sheer number of possible chemical structures, estimated at over 10^60 unique forms. Conventional methods have cataloged only a fraction of the exposome, overlooking transformation products and often yielding uncertain results. In this perspective we have reviewed the latest efforts in mapping the exposome chemical space and its sub-spaces. We also provide our view on how the integration of data driven approaches might be able to bridge the identified gaps. ",2024-03-11T08:16:06.437Z,10.26434/chemrxiv-2024-1l0x0
546,Potential Inhibitors for Novel Coronavirus Protease Identified by Virtual Screening of 606 Million Compounds,"The rapid outbreak of the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in China followed by its spread around the world poses a serious global concern for public health with almost 90000 people infected and thousands of fatalities. To conquer viral infections, the inhibition of proteases essential for proteolytic processing of viral polyproteins is a conventional therapeutic strategy. To this date, no specific drugs or vaccines are available to treat SARS-CoV-2 despite its close relation to the SARS-CoV-1 virus that caused a similar epidemic in 2003. Thus, there remains an urgent need for the development of specific antiviral therapeutics to conquer SARS-CoV-2. In order to find novel inhibitors, we computationally screened a compound library of over 687 million compounds for binding at the recently solved crystal structure of the main protease of SARS-CoV-2. A screening of such a vast chemical space for SARS-CoV-2 protease inhibitors has not been reported before. After shape screening, two docking protocols were applied followed by the determination of pharmacokinetically relevant molecular descriptors to narrow down the initial hits. Next, molecular dynamics simulations were conducted to validate the stability of docked binding modes and comprehensively quantify ligand binding energies. After evaluation of off-target binding, we report a list of 11 drug-like compounds with improved binding free energy to the target protease in contrast to the cocrystallized peptidomimetic lead compound that suffers from poor pharmacokinetic properties. Furthermore, we identified one potent binder with comparable properties from the natural compound library.",2020-04-20T04:54:48.000Z,10.26434/chemrxiv.11923239.v2
547,Thermodynamics of Water and Ice from a Fast and Scalable First-Principles Neuroevolution Potential,"Machine learning potentials enable molecular dynamics simulations to exceed the size and time scales that can be accessed by first-principles methods like density functional theory, while still maintaining the accuracy of the underlying training dataset. However, accurate machine learning potentials come with relatively high computational costs that limit their ability to predict properties requiring extensive sampling, large simulation cells, or long runs to converge.  Here, we have developed and tested a neuroevolution-potential model for water trained to hybrid dispersion-corrected density functional calculations. This model exhibits accuracy and transferability comparable to state-of-the-art machine learning potentials but at a much lower computational cost. As a result, it enabled us to compute well-converged thermodynamics averages and fluctuations.  This allowed us to assess the ability of our model to reproduce several thermodynamic properties of water and ice, as well as the anomalous behavior of water density, heat capacity, and compressibility. The efficient GPU acceleration of our model and its capability to reproduce water thermodynamics in good agreement with experiments make it suitable for simulating phase transitions and slow dynamical processes in aqueous systems. ",2023-10-18T11:57:29.720Z,10.26434/chemrxiv-2023-sr496
548,PhotoCat: An Artificial Intelligence-Driven Synthesis Planning Platform for Photocatalysis,"Photocatalysis is becoming increasingly important in modern chemistry for efficient multicomponent one-pot synthesis. However, predicting the results of photocatalytic reactions using artificial intelligence remains challenging, mostly due to the insufficient number of photocatalytic reactions and the incomplete information on reaction conditions in existing reaction databases. In this study, we curated the Photocatalysis Database (PhotoCatDB), which consists of 6,523 photocatalytic reactions (of which 6,175 are multicomponent) containing reaction condition information such as photocatalysts, bases or acids, additives, and solvents. Before adding reaction conditions to the training data, the attention-based deep learning model PhotoCat pre-trained on USPTO and fine-tuned on PhotoCatDB had a Top-1 accuracy of 78.16%, which was 77.70% higher than the same model trained only on the USPTO database and 14.53% higher than the model fine-tuned by the photocatalytic reactions from Reaxys. After adding reaction conditions to the training data, the Top-1 accuracy of PhotoCat was further increased to 82.25%. In addition, the interpretability of the model was reflected in its attention weights, which can infer the model’s understanding of photocatalytic chemistry. Furthermore, five previously unreported photocatalytic reactions predicted by PhotoCat were successfully validated by wet-lab experiments, demonstrating the potential of the model in identifying and verifying novel photocatalysis reactions of real-world significance.",2023-09-12T12:40:09.657Z,10.26434/chemrxiv-2023-cc43d-v2
549,A Flexible Theory for Catalysis: Learning Alkaline Oxygen Reduction on Complex Solid Solutions within the Ag-Pd-Pt-Ru Composition Space,"Compositionally complex materials such as high-entropy alloys and oxides have the potential to be efficient platforms for catalyst discovery because of the vast chemical space spanned by these novel materials. Identifying the composition of the most active catalyst materials, however, requires unraveling the descriptor-activity relationship, as experimental screening the multitude of possible element ratios quickly becomes a daunting task. In this work, we show that inferred adsorption energy distributions of *OH and *O on complex solid solution surfaces within the space spanned by the system Ag-Pd-Pt-Ru are coupled to the experimentally observed electrocatalytic performance for the oxygen reduction reaction. In total, the catalytic activity of 1582 alloy compositions is predicted with a cross-validated mean absolute error of 0.042 mA/cm2 by applying a theory-derived model with only two adjustable parameters. Trends in the discrepancies between predicted electrochemical performance values of the model and the measured values on thin film surfaces subsequently provide insight into the alloys’ surface compositions during reaction conditions. Bridging this gap between computationally modeled and experimentally observed catalytic activities, not only reveals insight into the underlying theory of catalysis but also takes a step closer to realizing exploration and exploitation of high-entropy materials.",2023-05-09T12:54:56.726Z,10.26434/chemrxiv-2023-szl7b
